Fontes;;;;
Nome;Data;Hora;Extensão;Custom
PCOA080.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA090.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA100.PRW;26/09/2017;15:03:38;PRW;#N/D
PCOA101.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA102.PRW;10/03/2017;16:47:11;PRW;#N/D
PCOA103.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA104.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA105.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA106.PRW;24/02/2017;11:43:15;PRW;#N/D
PCOA107.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA110.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA111.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA120.PRW;27/11/2017;15:23:12;PRW;#N/D
PCOA122.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOA123.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOA130.PRW;21/09/2017;16:20:58;PRW;#N/D
PCOA140.PRW;10/04/2018;16:40:28;PRW;#N/D
PCOA150.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA160.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA170.PRW;16/02/2017;15:56:43;PRW;#N/D
PCOA171.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA180.PRW;01/09/2017;17:05:12;PRW;#N/D
PCOA185.PRW;06/03/2017;16:38:56;PRW;#N/D
PCOA190.PRW;11/04/2018;15:37:59;PRW;#N/D
PCOA191.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA193.PRW;11/04/2018;15:37:59;PRW;#N/D
PCOA195.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA200.PRW;23/02/2018;14:44:14;PRW;#N/D
PCOA201.PRW;12/12/2017;14:23:24;PRW;#N/D
PCOA210.PRW;03/05/2018;16:00:09;PRW;#N/D
PCOA210_1.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA210_2.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA210_3.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA210_4.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA220.PRW;16/05/2014;13:54:53;PRW;#N/D
PCOA240.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA300.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOA301.PRW;04/01/2018;15:40:48;PRW;#N/D
PCOA310.PRW;14/03/2018;09:57:07;PRW;#N/D
PCOA3105.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOA330.PRW;21/03/2018;17:50:30;PRW;#N/D
PCOA430.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA440.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA450.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA460.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA461.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA462.PRW;16/05/2014;13:54:53;PRW;#N/D
PCOA463.PRW;28/12/2017;09:59:43;PRW;#N/D
PCOA470.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA480.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA481.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA482.PRW;16/05/2014;13:54:53;PRW;#N/D
PCOA485.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA489.PRW;26/04/2018;16:22:10;PRW;#N/D
PCOA490.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA491.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA492.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA493.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA494.PRW;06/03/2017;16:42:33;PRW;#N/D
PCOA495.PRW;16/05/2014;13:54:53;PRW;#N/D
PCOA496.PRW;06/03/2017;16:52:09;PRW;#N/D
PCOA500.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA510.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA520.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOA530.PRW;03/04/2018;14:45:57;PRW;#N/D
PCOA998.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOC310.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOC320.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOC330.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOC331.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOC340.PRW;24/02/2017;14:09:46;PRW;#N/D
PCOC341.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOC350.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOC351.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOC360.PRW;27/11/2017;15:23:12;PRW;#N/D
PCOC361.PRW;27/11/2017;15:23:12;PRW;#N/D
PCOC370.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOC380.PRW;28/12/2017;14:14:31;PRW;#N/D
PCOC490.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOCUBE.PRW;24/02/2017;14:24:58;PRW;#N/D
PCOCUBEVIS.PRW;01/09/2017;17:05:12;PRW;#N/D
PCOEXCEL.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOEXCFUN.PRW;24/02/2017;15:06:53;PRW;#N/D
PCOI100.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOLAYER.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOLSREC.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR001.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR002.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR003.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR010.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR015.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR020.PRW;01/09/2017;17:05:12;PRW;#N/D
PCOR030.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR035.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR040.PRW;01/09/2017;17:05:12;PRW;#N/D
PCOR045.PRW;06/03/2017;16:48:26;PRW;#N/D
PCOR050.PRW;01/09/2017;17:05:12;PRW;#N/D
PCOR055.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR060.PRW;01/09/2017;17:05:12;PRW;#N/D
PCOR200.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR211.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR300.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOR310.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOR320.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOR330.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR340.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR350.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR360.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOR400.PRW;28/12/2017;15:34:58;PRW;#N/D
PCOR500.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOR510.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOR520.PRW;26/09/2017;11:47:54;PRW;#N/D
PCOR521.PRW;27/09/2017;15:29:00;PRW;#N/D
PCOR530.PRW;28/12/2017;13:47:02;PRW;#N/D
PCOR540.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOR550.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOR600.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOR650.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOSINCCO.PRW;02/06/2017;09:46:05;PRW;#N/D
PCOUPDCUB.PRW;31/03/2015;16:22:05;PRW;#N/D
PCOXCMP.PRW;12/12/2017;16:02:51;PRW;#N/D
PCOXCUB.PRW;28/09/2017;18:20:59;PRW;#N/D
PCOXCUBVIS.PRW;28/09/2017;11:46:40;PRW;#N/D
PCOXDIV.PRW;27/04/2018;15:17:22;PRW;#N/D
PCOXFUN.PRW;31/03/2015;16:22:05;PRW;#N/D
PCOXGER.PRW;01/09/2017;17:05:12;PRW;#N/D
PCOXGEX.PRW;01/09/2017;17:05:12;PRW;#N/D
PCOXIMP.PRW;06/03/2017;17:07:00;PRW;#N/D
PCOXINC.PRW;20/12/2017;19:38:05;PRW;#N/D
PCOXINT.PRW;28/03/2018;11:19:03;PRW;#N/D
PCOXLOAD.PRW;18/10/2017;16:10:23;PRW;#N/D
PCOXOLD.PRW;12/09/2017;15:58:41;PRW;#N/D
PCOXPGL.PRW;16/05/2014;13:54:53;PRW;#N/D
PCOXPGLA.PRW;16/05/2014;13:54:53;PRW;#N/D
PCOXPNJ.PRW;29/12/2017;11:37:25;PRW;#N/D
PCOXPNJ2.PRW;18/01/2018;16:26:45;PRW;#N/D
PCOXRES.PRW;06/05/2016;17:44:22;PRW;#N/D
PCOXSLD.PRW;12/01/2018;14:32:14;PRW;#N/D
PCOXTREE.PRW;02/06/2017;09:46:05;PRW;#N/D
PCO_CUBO.PRW;02/06/2017;09:46:05;PRW;#N/D
PCO_WIZPER.PRX;02/06/2017;09:46:05;PRX;#N/D
PCPA101.PRW;15/02/2018;16:17:42;PRW;#N/D
PCPA102.PRW;02/06/2017;09:46:05;PRW;#N/D
PCPA103.PRW;16/02/2018;18:20:22;PRW;#N/D
PCPA104.PRW;12/03/2018;14:23:26;PRW;#N/D
PCPA105.PRW;02/06/2017;09:46:05;PRW;#N/D
PCPA106.PRW;23/02/2018;11:37:37;PRW;#N/D
PCPA107.PRW;16/05/2018;18:04:24;PRW;#N/D
PCPA108.PRW;16/02/2018;11:02:52;PRW;#N/D
PCPA109.PRW;16/02/2018;14:20:55;PRW;#N/D
PCPA110.PRW;08/02/2018;16:49:04;PRW;#N/D
PCPA111.PRW;08/02/2018;16:49:04;PRW;#N/D
PCPA112.PRW;08/02/2018;16:49:04;PRW;#N/D
PCPA113.PRW;20/12/2017;15:58:28;PRW;#N/D
PCPA114.PRW;08/02/2018;16:49:04;PRW;#N/D
PCPA116.PRW;11/05/2018;15:06:26;PRW;#N/D
PCPA700.PRW;30/04/2018;13:59:14;PRW;#N/D
PCPC101.PRW;08/02/2018;16:49:04;PRW;#N/D
PCPPGON01.PRW;02/06/2017;09:46:05;PRW;#N/D
PCPPGON02.PRW;16/03/2018;10:01:57;PRW;#N/D
PCPPGON03.PRW;02/06/2017;09:46:05;PRW;#N/D
PCPPGON04.PRW;02/06/2017;09:46:05;PRW;#N/D
PCPPGON05.PRW;02/06/2017;09:46:05;PRW;#N/D
PCPPGON06.PRW;02/06/2017;09:46:05;PRW;#N/D
PCPPGON07.PRW;02/06/2017;09:46:05;PRW;#N/D
PCPPGONL.PRW;27/05/2014;15:36:49;PRW;#N/D
PCPR107.PRW;12/01/2018;09:39:25;PRW;#N/D
PCPXFUN.PRX;26/02/2018;18:00:52;PRX;#N/D
PDISENCAO.APH;02/06/2017;09:46:05;APH;#N/D
PDTIGV621.PRW;27/03/2018;19:17:49;PRW;#N/D
PECPGONL.PRW;26/09/2014;15:00:07;PRW;#N/D
PERDREINT.PRW;16/04/2018;10:24:06;PRW;#N/D
PESQUISAR.PRW;08/05/2017;20:49:58;PRW;#N/D
PE_AT300GRV.PRW;18/10/2017;14:26:32;PRW;PE_AT300GRV.PRW
PE_AT300LLK.PRW;14/03/2014;16:20:41;PRW;PE_AT300LLK.PRW
PE_AT400LOK.PRW;31/08/2011;16:46:22;PRW;PE_AT400LOK.PRW
PE_AT450BUT2.PRW;15/04/2018;08:59:42;PRW;PE_AT450BUT2.PRW
PE_AT450FIL.PRW;11/09/2013;16:58:37;PRW;PE_AT450FIL.PRW
PE_AT450LOK.PRW;18/04/2018;16:33:38;PRW;PE_AT450LOK.PRW
PE_AT450OKE.PRW;15/03/2018;11:34:30;PRW;PE_AT450OKE.PRW
PE_FATA300.PRW;12/09/2017;17:05:22;PRW;PE_FATA300.PRW
PE_FINA460.PRW;11/05/2018;11:44:55;PRW;PE_FINA460.PRW
PE_FIRSTNFSE.PRW;12/09/2017;14:55:45;PRW;PE_FIRSTNFSE.PRW
PE_FO10FILT.PRW;29/05/2018;08:54:54;PRW;PE_FO10FILT.PRW
PE_M310ITENS.PRW;12/09/2017;12:58:11;PRW;PE_M310ITENS.PRW
PE_M440STTS.PRW;15/06/2018;17:40:21;PRW;PE_M440STTS.PRW
PE_M460FIL.PRW;12/09/2017;14:40:15;PRW;PE_M460FIL.PRW
PE_M460FIM.PRW;09/05/2018;17:31:47;PRW;PE_M460FIM.PRW
PE_M460QRY.PRW;15/05/2018;10:10:10;PRW;PE_M460QRY.PRW
PE_MA010FIL.PRW;12/09/2017;16:20:28;PRW;PE_MA010FIL.PRW
PE_MA120BUT.PRW;12/09/2017;11:05:20;PRW;PE_MA120BUT.PRW
PE_MA650DC6.PRW;18/01/2018;16:20:23;PRW;PE_MA650DC6.PRW
PE_MA650FIL.PRW;12/09/2017;14:39:18;PRW;PE_MA650FIL.PRW
PE_MA650GRPV.PRW;12/09/2017;14:38:35;PRW;PE_MA650GRPV.PRW
PE_MATA093.PRW;12/09/2017;16:20:50;PRW;PE_MATA093.PRW
PE_MATA260.PRW;12/09/2017;16:27:00;PRW;PE_MATA260.PRW
PE_MATA265.PRW;23/05/2018;15:32:09;PRW;PE_MATA265.PRW
PE_MATA410.PRW;04/07/2018;10:14:31;PRW;PE_MATA410.PRW
PE_MATA440.PRW;12/09/2017;14:34:44;PRW;PE_MATA440.PRW
PE_MATA456.PRW;12/09/2017;14:35:03;PRW;PE_MATA456.PRW
PE_MATA650.PRW;06/02/2018;09:59:18;PRW;PE_MATA650.PRW
PE_MSD2460.PRW;12/09/2017;14:45:33;PRW;PE_MSD2460.PRW
PE_MT100TOK.PRW;29/11/2017;15:03:52;PRW;PE_MT100TOK.PRW
PE_MT250GREST.PRW;12/09/2017;16:24:55;PRW;PE_MT250GREST.PRW
PE_MT410TOK.PRW;08/08/2018;14:17:59;PRW;PE_MT410TOK.PRW
PE_MT450FIM.PRW;30/05/2018;18:09:09;PRW;PE_MT450FIM.PRW
PE_MT500APO.PRW;12/09/2017;14:42:02;PRW;PE_MT500APO.PRW
PE_MTA450CL.PRW;12/09/2017;14:37:17;PRW;PE_MTA450CL.PRW
PE_MTA450I.PRW;12/09/2017;14:36:53;PRW;PE_MTA450I.PRW
PE_MTA455I.PRW;24/05/2018;15:32:44;PRW;PE_MTA455I.PRW
PE_MTA455P.PRW;24/05/2018;15:28:21;PRW;PE_MTA455P.PRW
PE_MTA456I.PRW;12/09/2017;14:36:11;PRW;PE_MTA456I.PRW
PE_SD1100E.PRW;12/09/2017;11:04:42;PRW;PE_SD1100E.PRW
PE_SD3250I.PRW;19/06/2018;14:40:06;PRW;PE_SD3250I.PRW
PE_SIGAFAT.PRW;17/05/2018;14:16:48;PRW;PE_SIGAFAT.PRW
PE_TECA400.PRW;29/09/2017;13:45:04;PRW;PE_TECA400.PRW
PE_TECA450.PRW;11/07/2018;15:09:34;PRW;PE_TECA450.PRW
PE_TECA460.PRW;16/08/2016;17:16:03;PRW;PE_TECA460.PRW
PE_TECA500.PRW;13/07/2018;16:04:30;PRW;PE_TECA500.PRW
PE_TMKBARLA.PRW;25/03/2013;18:31:13;PRW;PE_TMKBARLA.PRW
PE_TMKVFIM.PRW;27/09/2017;16:34:54;PRW;PE_TMKVFIM.PRW
PFSLOAD.PRW;29/03/2018;10:44:27;PRW;#N/D
PGONLINE.PRW;16/03/2018;17:39:15;PRW;#N/D
PGPR000.APH;02/06/2017;09:46:05;APH;#N/D
PGPR000.PRW;02/06/2017;09:46:05;PRW;#N/D
PGPR010.APH;02/06/2017;09:46:05;APH;#N/D
PGPR010.PRW;02/06/2017;09:46:05;PRW;#N/D
PGPRALERT.APH;02/06/2017;09:46:05;APH;#N/D
PGPRXFUN.PRW;02/06/2017;09:46:05;PRW;#N/D
PGREPORT.PRW;02/06/2017;09:46:05;PRW;#N/D
PIMP011.APH;13/03/2018;16:27:31;APH;#N/D
PIMP012.APH;13/03/2018;15:12:20;APH;#N/D
PIMP015.APH;13/03/2018;16:27:31;APH;#N/D
PIMPCBHMP.PRW;26/02/2018;16:24:09;PRW;#N/D
PIMSXFUN.PRX;02/06/2017;09:46:05;PRX;#N/D
PJREADTASK.PRW;16/03/2018;17:39:15;PRW;#N/D
PLATUOPC.PRW;18/05/2017;17:14:17;PRW;#N/D
PLBD5MODEL.PRW;02/06/2017;09:46:05;PRW;#N/D
PLBE4MODEL.PRW;20/09/2017;17:52:16;PRW;#N/D
PLDCOBASS.PRW;05/12/2017;17:39:00;PRW;#N/D
PLDMOVPESL.PRW;18/05/2017;17:14:17;PRW;#N/D
PLDSEGPESL.PRW;18/05/2017;17:14:17;PRW;#N/D
PLFUNCADGE.PRW;22/12/2017;17:28:25;PRW;#N/D
PLIMPWEB.PRW;02/06/2017;09:46:05;PRW;#N/D
PLMIBA8M.PRW;02/06/2017;09:46:05;PRW;#N/D
PLMUDFASPT.PRW;15/02/2018;17:09:35;PRW;#N/D
PLROBOTXML.PRW;05/01/2018;14:07:45;PRW;#N/D
PLRRN360.PRW;02/06/2017;09:46:05;PRW;#N/D
PLS EXPORTACAO DE DADOS DE PAGAMENTO PARA FINS ESTATISTICO.PRW;02/06/2017;09:46:05;PRW;#N/D
PLS710TO811.PRW;02/06/2017;09:46:05;PRW;#N/D
PLS720FUN.PRW;17/05/2018;13:35:42;PRW;#N/D
PLS790HO.PRW;02/06/2017;09:46:05;PRW;#N/D
PLS790OP.PRW;21/12/2017;09:24:51;PRW;#N/D
PLSA001.PRW;26/04/2018;17:32:57;PRW;#N/D
PLSA001A.PRW;02/05/2018;10:50:27;PRW;#N/D
PLSA002.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA003.PRW;15/02/2018;09:08:26;PRW;#N/D
PLSA004.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA005.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA006.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA007.PRW;23/05/2017;14:30:40;PRW;#N/D
PLSA008.PRW;16/11/2017;15:35:52;PRW;#N/D
PLSA009.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA010.PRW;22/06/2017;09:24:30;PRW;#N/D
PLSA011.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA012.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA013.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA014.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA014G.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA014Q.PRW;16/02/2018;18:01:11;PRW;#N/D
PLSA020.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA021.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA025.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA030.PRW;22/06/2017;09:24:30;PRW;#N/D
PLSA031.PRW;23/05/2017;14:30:40;PRW;#N/D
PLSA032.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA034.PRW;24/03/2018;12:09:36;PRW;#N/D
PLSA035.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA036.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA037.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA038.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA039.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA040.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA041.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA042.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA043.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA045.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA050.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA055.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA060.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA062.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA063.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA065.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA066.PRW;24/05/2017;08:40:20;PRW;#N/D
PLSA067.PRW;24/05/2017;08:40:20;PRW;#N/D
PLSA070.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA075.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA080.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA085.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA086.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA090.PRW;10/05/2018;14:47:52;PRW;#N/D
PLSA090OD.PRW;11/04/2018;22:33:34;PRW;#N/D
PLSA091.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA092.PRW;09/05/2018;16:13:53;PRW;#N/D
PLSA093.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA094.PRW;23/05/2017;14:30:40;PRW;#N/D
PLSA095.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA096.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA097.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA098.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA099.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA09A.PRW;08/05/2018;15:19:12;PRW;#N/D
PLSA09P.PRW;08/05/2018;15:19:12;PRW;#N/D
PLSA100.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA101.PRW;16/02/2018;18:01:11;PRW;#N/D
PLSA102.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA103.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA104.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA105.PRW;15/09/2017;15:01:32;PRW;#N/D
PLSA106.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA106A.PRW;04/10/2017;11:30:50;PRW;#N/D
PLSA107.PRW;16/02/2018;18:01:11;PRW;#N/D
PLSA108.PRW;15/02/2018;19:40:08;PRW;#N/D
PLSA109.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA110.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA111.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA112.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA115.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA116.PRW;16/02/2018;18:01:11;PRW;#N/D
PLSA117.PRW;16/02/2018;18:01:11;PRW;#N/D
PLSA118.PRW;10/05/2018;14:01:37;PRW;#N/D
PLSA119.PRW;15/12/2017;15:25:17;PRW;#N/D
PLSA120.PRW;23/05/2017;14:30:40;PRW;#N/D
PLSA121.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA122.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA123.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA125.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA126.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA130.PRW;27/09/2017;15:42:20;PRW;#N/D
PLSA131.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA135.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA140.PRW;23/05/2017;14:30:40;PRW;#N/D
PLSA145.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA150.PRW;16/02/2018;18:01:11;PRW;#N/D
PLSA155.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA160.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA161.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA162.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA163.PRW;24/05/2017;09:04:30;PRW;#N/D
PLSA164.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA165.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA166.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA167.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA168.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA169.PRW;19/04/2018;09:26:44;PRW;#N/D
PLSA170.PRW;27/12/2017;14:42:34;PRW;#N/D
PLSA171.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA172.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA173.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA174.PRW;23/05/2017;14:30:40;PRW;#N/D
PLSA175.PRW;01/03/2018;10:22:21;PRW;#N/D
PLSA176.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA177.PRW;23/05/2017;14:30:40;PRW;#N/D
PLSA178.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA179.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA180.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA181.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA182.PRW;26/04/2018;17:32:57;PRW;#N/D
PLSA183.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA184.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA185.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA190.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA195.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA196.PRW;27/11/2017;11:44:27;PRW;#N/D
PLSA1X.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA200.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA201.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA202.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA205.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA206.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA211.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA215.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA220.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA225.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA226.PRW;22/03/2018;19:28:03;PRW;#N/D
PLSA227.PRW;23/05/2017;14:30:40;PRW;#N/D
PLSA230.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA232.PRW;04/11/2017;18:08:43;PRW;#N/D
PLSA235.PRW;27/02/2018;18:01:59;PRW;#N/D
PLSA240.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA245.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA250.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA251.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA255.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA256.PRW;24/05/2017;08:40:20;PRW;#N/D
PLSA260.PRW;03/05/2018;15:18:15;PRW;#N/D
PLSA261.PRW;23/05/2017;14:00:00;PRW;#N/D
PLSA262.PRW;26/02/2018;16:24:09;PRW;#N/D
PLSA263.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA264.PRW;28/02/2018;10:52:02;PRW;#N/D
PLSA265.PRW;23/05/2017;14:41:44;PRW;#N/D
PLSA266.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA267.PRW;23/05/2017;14:41:44;PRW;#N/D
PLSA268.PRW;21/12/2017;09:24:51;PRW;#N/D
PLSA269.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA270.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA271.PRW;28/02/2018;10:52:02;PRW;#N/D
PLSA272.PRW;03/05/2018;15:18:15;PRW;#N/D
PLSA272M.PRW;03/05/2018;15:18:15;PRW;#N/D
PLSA276.PRW;02/06/2017;09:46:05;PRW;#N/D
PLSA280.PRW;01/02/2018;15:09:18;PRW;#N/D
PLSA281.PRW;02/06/2017;09:46:05;PRW;#N/D
